Participant_ID,Participant_Sex,Participant_Age,Participant_Ethnicity_1,Participant_Ethnicity_2,Participant_Ethnicity_3,Multiple_Ethinic,Participant_LTR,Partner_Number,Had_Sex,Age_Sex,Participant_Primarily_Attracted,Participant_Lifetime_Sex_Partners,Past_Year_Sex_Partners,Past_Month_Sex,MEQ1,MEQ2,MEQ3,MEQ4,MEQ5,MEQ6,MEQ7,MEQ8,MEQ9,MEQ10,MEQ11,MEQ12,MRSF1,MRSF2,MRSF3,MRSF4,MRSF5,MRSF6,MRSF7,MRSF8,MRSF9,MRSF10,MRSF11,MRSF12,MRSF13,MRSF14,MRSF15,MRSF16,MRSF17,MRSF18,MRSF19,MRSF20,MRSF21,MRSF22,MRSF23,MRSF24,MRSF25,MRSF26,MRSF27,MRSF28,MRSF29,MRSF30,MRSF31,MRSF32,MRSF33,MRSF34,MRSF35,MRSF36,MRSF37,MRSF38,ICS1,ICS2,ICS3,ICS4,ICS5,ICS6,ICS7,ICS8,ICS9,ICS10,ICS11,ICS12,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9
97,1,67,1, , ,0,1,20,1,17,2,12,1,2,1,6,1,6,1,1,1,6,6,1,6,6,1,1,1,1,1,1,1,1,2,1,3,4,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,2,1,3,1,1,1,1,2,2,2,6,2,5,5,3,5,6,5,4,2,6,7,9,8,9,4,4,4
98,1,25,5, , ,0,1,3,2, ,2,0,0,0,1,5,1,4,1,1,1,2,5,1,6,5,1,1,1,1,1,1,1,1,3,1,3,4,3,3,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,4,2,2,2,2,2,1,2,1,2,1,4,1,5,3,1,1,4,6,5,4,1,1,1,2,6,1,5,6,4
99,1,32,1, , ,0,2,5,1,15,2,4,1,0,2,6,4,6,4,2,2,6,6,6,7,6,2,1,1,1,1,1,1,1,3,1,3,3,3,3,3,2,2,1,1,1,1,1,1,2,1,1,1,3,3,3,3,3,3,2,2,1,1,1,1,3,1,3,4,1,1,1,7,7,7,1,2,2,2,3,4,5,4,4,3
100,1,48,1, , ,0,1,11,1,15,2, ,1,12,1,7,1,7,1,7,4,7,6,1,7,4,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,2,4,1,3,1,1,1,1,1,7,1,1,1,1,4,2,1,1,2,9,9,5,9,9,7,2,7
101,1,33,6, , ,0,1,8,1,14,2,26,1,20,1,1,1,7,1,1,3,1,5,3,6,3,1,1,1,1,1,1,1,1,4,1,4,4,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,4,4,4,4,1,1,4,1,1,1,1,1,1,1,7,1,1,1,1,7,7,4,1,2,9,8,4,1,2,1,1,1
103,1,33,1, , ,0,1,15,1,15,2,9,1,25,1,2,1,5,1,2,1,4,6,1,5,5,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,2,3,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,2,2,2,4,8,8,6,7,6,3
104,1,27,1, , ,0,1,3,1,19,2,2,1,3,1,4,5,6,1,2,4,4,6,1,6,2,3,2,2,1,1,2,3,3,2,1,2,4,2,3,3,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,4,2,2,1,3,1,2,2,2,1
107,1,36,1, , ,0,1,7,1,16,2,4,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,7,2,3,2,3,2
108,1,28,3, , ,0,1,5,2, ,2,0,0,0,6,6,2,5,2,2,2,2,2,2,3,5,4,2,3,2,2,3,3,2,3,1,3,3,3,4,3,2,2,2,3,2,2,3,2,2,3,4,2,4,3,4,3,3,2,3,3,1,3,3,5,3,3,3,3,3,5,5,5,5,2,5,1,1,1,1,1,8,3,2,2
109,1,25,1, , ,0,1,4,1,19,2,2,1,5,1,2,1,5,1,1,1,2,7,1,7,3,2,1,1,1,1,2,1,1,3,1,1,4,3,3,4,1,1,1,1,1,1,1,1,2,2,1,1,2,4,2,4,2,3,4,2,1,1,1,1,1,3,1,1,1,3,1,5,1,1,1,2,1,1,3,1,1,1,1,1
111,1,25,3, , ,0,1,2,1,19,2,2,2,3,6,5,4,5,5,6,4,5,5,5,6,5,3,2,3,1,2,2,3,2,3,2,3,3,3,3,3,1,1,3,2,3,1,2,2,2,2,2,2,4,3,3,3,3,2,3,3,1,2,1,4,4,5,6,5,5,5,4,5,6,3,4,3,2,2,5,8,7,6,6,6
112,1,49,1, , ,0,2,6,1,21,2,6,1,0,2,7,1,7,1,6,1,7,4,1,4,2,1,1,1,1,2,1,3,1,3,3,3,4,1,2,4,3,1,1,1,1,1,1,1,1,2,2,2,3,4,4,4,1,1,4,2,1,1,1,1,1,1,7,1,3,2,1,7,4,1,1,2,1,1,4,3,5,7,7,7
113,1,28,3, , ,0,1,2,1,27,2,2,1,1,5,2,5,6,6,7,6,6,4,5,2,3,3,2,3,4,4,2,2,3,4,4,4,3,3,4,3,2,3,3,4,3,3,4,3,3,2,3,3,4,3,4,3,4,4,3,3,4,2,3,5,6,5,6,6,5,7,5,6,5,6,6,2,2,3,3,5,1,2,3,2
114,1,36,8, , ,0,1,8,1,12,2,6,1,6,5,3,3,6,6,6,5,5,5,5,5,6,3,1,2,2,3,2,2,3,3,3,4,3,2,1,3,2,1,2,1,1,1,2,2,2,1,2,3,3,2,4,3,2,1,3,2,1,2,1,3,5,5,6,2,3,5,3,5,5,3,5,2,6,6,9,9,9,8,7,7
116,1,30,3, , ,0,1,2,1,20,2,2,2,5,6,4,6,7,6,5,6,5,5,3,4,6,4,3,3,4,3,4,3,2,4,3,4,3,4,3,3,4,2,3,1,3,4,3,4,3,3,4,2,4,3,4,3,4,2,3,3,1,1,2,5,6,3,5,6,4,4,5,6,5,4,5,3,3,3,8,8,1,6,5,6
117,1,28,6, , ,0,1, ,1,13,2,4,1,4,5,6,5,6,7,7,7,5,7,6,6,4,3,2,2,4,3,3,2,2,4,3,3,4,2,3,2,4,4,3,4,2,4,4,2,3,2,4,4,3,3,4,2,3,3,2,4,4,3,3,5,7,6,1,3,5,6,5,5,7,3,4,2,3,3,2,4,8,7,5,7
118,1,30,3, , ,0,1,2,2, ,2,2,1,5,5,6,5,6,5,5,6,5,6,5,6,5,3,3,2,3,2,2,3,3,2,3,3,2,3,2,2,2,3,2,3,2,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,3,2,5,6,5,6,5,6,5,6,5,6,5,6,2,3,2,7,6,3,6,7,7
119,1,38,1, , ,0,2,10,1,15,2,15,2,6,4,2,4,6,3,4,2,2,4,2,5,3,2,1,1,1,1,1,2,1,2,1,2,3,1,3,4,1,2,1,1,1,1,1,1,1,1,1,2,3,4,3,2,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,3,5,6,9,5,8,4,4,4
120,1,57,1, , ,0,1,6,1,18,2,10,0,0,6,7,2,3,5,6,2,7,5,1,7,5,1,1,1,1,1,1,1,1,1,1,1,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,4,2,1,1,1,1,1,2,2,4,6,2,3,3,2,6,5,4,2,1,6,6,7,8,9,8,3,6
121,1,26,1, , ,0,2,12,1,15,2,13,1,0,6,7,7,7,4,7,6,7,7,5,7,6,1,3,1,2,1,1,3,1,3,3,2,4,2,1,4,1,2,2,1,2,2,1,2,4,1,1,2,4,4,2,4,1,3,1,1,1,2,1,3,4,1,7,6,1,1,1,2,7,6,1,2,6,6,9,9,9,9,9,9
307,1,30,1, , ,0,2,1,1,28,2,1,0,0,1,2,1,5,1,1,1,2,6,1,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,5,2,5,5,3,6,6,2,1,1,2,1,8,1,4,7,5,4
308,1,30,3, , ,0,1,1,2, ,2,1,1,12,7,5,2,7,2,2,2,6,5,3,6,6,2,1,2,3,3,3,4,2,4,2,3,3,4,4,4,3,2,2,1,2,1,3,4,1,3,4,2,3,4,3,4,3,2,4,4,1,3,1,2,2,4,5,2,2,3,2,6,6,6,2,2,2,2,1,2,2,1,1,1
309,1,35,1, , ,0,1,4,1,18,2,2,1,15,3,4,4,6,3,2,4,4,5,1,4,3,3,2,3,3,2,2,3,1,3,3,2,3,4,3,1,3,3,3,4,2,1,3,3,2,4,3,3,4,2,4,3,3,4,2,4,4,2,1,6,4,6,2,7,5,3,4,2,6,5,2,2,1,1,8,1,2,2,4,5
312,1,34,1, , ,0,2,2,1,18,2,2,0,0,1,7,1,6,1,2,1,7,7,1,7,5,3,1,1,1,4,4,4,3,3,1,3,4,3,3,3,1,2,1,1,3,1,2,1,1,2,4,2,3,4,3,3,2,4,3,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,9,6,3,5,4,2
316,1,39,1, , ,0,1,5,1,23,2,2,1,10,5,7,2,5,2,1,2,7,5,2,5,6,1,1,1,2,1,2,1,1,3,1,2,3,2,1,3,1,2,1,1,2,1,1,2,1,1,2,1,3,3,2,3,2,2,3,1,1,1,1,3,5,2,6,2,2,2,1,5,6,5,2,2,1,1,2,1,1,4,3,2
318,1,25,8, , ,0,1,6,1,16,2,6,1,8,3,5,4,4,3,2,3,5,5,4,6,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,6,4,7,4,4,4
321,1,30,3, , ,0,1,2,1,24,2,2,2,2,3,2,1,2,2,5,5,5,6,6,5,5,3,1,3,3,2,3,2,2,2,2,2,3,2,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,4,4,3,3,2,4,3,2,2,7,8,6,7,6,6
322,1,32,6, , ,0,1,12,1,21,2,4,1,18,1,7,4,7,4,7,4,7,7,1,7,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,5,5,9,9,9,8,8,8
323,1,33,1, , ,0,2,7,1,26,2,5,1,0,2,7,1,5,1,4,2,7,6,2,6,5,1,1,1,1,1,1,2,1,2,1,3,4,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,1,1,1,1,1,1,3,2,3,6,2,2,2,2,5,2,2,2,2,1,1,8,7,8,8,3,4
324,1,32,1, , ,0,1,5,1,21,2,4,1,4,2,6,1,5,1,5,3,7,5,3,4,7,1,1,1,1,2,1,2,1,3,1,3,3,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,4,4,3,3,2,1,3,2,2,1,1,2,4,2,4,1,1,2,6,6,4,3,2,2,1,2,9,9,9,7,4,3
326,1,45,3, , ,0,1,2,1,25,2,1,1,10,1,4,4,5,1,1,1,1,5,1,5,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,2,1,1,1,1,2,2,1,2,2,2,1,6,5,5,1,1,2,1,1,1,1,1,2,2,2
328,1,31,3, , ,0,1,1,2, ,2,1,1,0,5,3,4,3,4,6,5,4,3,5,6,5,2,3,3,4,3,2,3,3,4,3,3,4,3,3,2,3,3,4,3,3,3,4,2,3,3,4,3,2,3,3,4,3,4,3,3,3,4,2,5,4,6,5,4,4,5,5,3,5,3,3,2,1,1,1,7,5,6,6,7
329,1,43,1, , ,0,1,15,1,18,2,14,1,1,1,1,1,6,1,1,1,1,6,1,6,5,1,1,1,1,1,1,1,1,3,1,2,3,2,2,4,1,1,2,1,1,1,1,1,1,1,4,2,3,3,3,3,2,3,3,3,1,2,1,1,3,1,4,1,1,1,1,4,5,5,1,2,4,5,2,1,1,3,3,2
331,1,39,2, , ,0,2,8,1,19,2,8,1,0,1,1,1,6,1,3,1,1,6,1,6,4,1,1,1,1,1,1,1,1,2,1,1,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,2,1,2,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,2,2,1,1,1,2,2,1,2
334,1,50,1, , ,0,1,12,1,15,2,10,1,2,5,6,5,5,3,5,5,5,4,5,4,5,1,1,1,2,2,1,1,2,2,1,3,3,2,2,3,2,2,2,1,2,2,1,3,2,2,1,2,3,3,3,4,3,3,2,3,2,1,2,2,2,2,4,2,2,4,2,5,4,3,4,2,5,4,5,7,7,7,6,4
335,1,30,1, , ,0,1,5,1,23,2,1,1,8,1,6,4,5,1,1,1,6,6,1,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,2,2,1,1,1,1,2,2,2
336,1,34,2, , ,0,1,1,1,27,2,1,1,5,6,4,5,4,3,5,6,4,5,4,5,4,3,2,3,2,2,3,3,3,2,2,4,3,4,3,2,3,2,3,3,2,3,2,3,2,3,3,3,4,3,3,2,3,3,2,3,2,3,3,6,5,5,4,6,5,5,4,5,6,3,4,2,2,1,8,7,3,7,5,6
337,1,37,2, , ,0,1,3,1,21,2,3,1,10,6,4,5,5,5,7,5,3,6,6,5,7,3,4,4,4,4,3,2,3,4,4,3,2,2,2,3,4,3,3,3,3,3,3,3,2,4,3,3,3,2,3,3,3,3,3,3,3,2,3,7,4,5,5,5,6,5,4,5,5,4,5,2,1,1,7,9,2,6,9,5
338,1,26,3, , ,0,1,10,2, ,2,1,1,1,6,4,6,4,6,4,2,4,1,4,2,6,3,3,2,3,1,1,2,3,4,1,3,4,3,2,3,4,4,3,4,1,4,3,2,1,2,3,1,3,4,4,3,4,2,3,2,4,3,1,6,2,2,3,2,4,6,2,2,3,4,1,2,2,2,8,5,9,2,3,4
339,1,47,1, , ,0,2,2,1,28,2,3,0,0,5,4,2,4,2,6,2,4,5,2,5,6,1,1,1,1,2,1,1,2,2,1,3,3,3,1,3,1,2,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,1,3,1,2,1,1,3,3,3,5,2,5,5,2,6,6,3,5,1,2,2,7,7,8,8,4,2
340,1,66,1, , ,0,1,3,1,20,2,1,1,4,2,4,1,5,1,1,4,4,7,1,7,5,1,1,1,1,1,1,1,1,3,1,1,3,2,2,4,4,1,1,1,1,1,1,1,1,1,4,1,4,3,3,4,2,2,4,2,1,1,1,1,1,1,3,1,1,1,1,3,4,2,1,2,1,1,2,1,1,6,2,2
341,1,25,3, , ,0,1,1,1,21,2,1,1,1,6,6,5,5,4,5,6,4,6,4,5,4,3,2,2,3,3,2,3,2,3,3,3,2,3,3,2,3,2,3,2,3,3,2,3,3,2,3,2,3,2,2,3,2,3,4,3,2,3,1,5,4,3,5,4,4,3,5,3,5,5,4,2,2,2,8,6,3,3,4,3
342,1,29,1, , ,0,1,7,1,16,2,7,1,22,1,6,1,7,1,6,6,6,7,6,7,7,1,1,1,1,3,1,2,1,3,3,4,4,3,3,4,3,1,4,1,1,1,1,1,4,1,3,3,4,4,4,4,3,1,2,1,1,4,3,1,1,1,6,1,1,1,1,6,7,7,1,2,2,4,9,4,8,5,2,2
343,1,62,1, , ,0,1,10,1,18,2,4,1,4,2,2,1,5,1,2,2,2,4,2,4,2,1,1,1,1,1,1,1,1,3,1,3,4,3,3,3,2,1,1,1,1,1,1,1,1,1,2,1,3,1,3,3,2,1,2,1,1,1,1,1,1,1,5,1,5,2,1,1,1,1,1,2,1,1,3,3,7,8,2,6
345,1,27,3, , ,0,1,2,1,22,2,2,1,1,5,6,3,3,5,6,4,3,5,4,6,5,3,2,2,3,3,2,3,2,3,3,3,2,3,2,2,4,3,2,1,3,3,2,1,2,3,3,2,3,3,3,2,3,2,1,2,3,3,2,3,5,4,3,5,3,3,5,3,3,5,3,2,2,2,6,5,7,4, ,3
346,1,53,1, , ,0,1,10,1,17,2,4,1,1,5,5,5,4,7,6,2,6,5,2,4,6,2,1,1,1,1,2,1,1,4,2,3,3,3,1,3,1,2,1,1,3,1,1,1,1,3,4,1,4,4,4,4,4,3,3,4,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,2,1,1,9,9,9,9,9,9
347,1,32,1, , ,0,1,5,1,20,2,5,1,1,4,4,5,3,5,4,5,5,4,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,3,1,1,1,1,1,1,5,4,4,3,4,3,5,4,5,2,2,5,2,2,2,7,3,5,4,5,3
349,1,32,3, , ,0,1,1,1,31,2,1,1,2,4,5,5,5,4,4,5,6,6,5,5,5,2,3,2,2,3,3,3,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,3,4,4,2,2,3,2,3,3,3,2, ,3,3,2,6,5,3,4,5,5,6,5,5,6,5,4,2,2,2,6,3,7,2,2,3
350,1,26,3, , ,0,1,1,1,25,2,1,1,1,4,4,5,6,5,5,4,5,5,5,5,5,1,1,1,2,2,2,3,1,2,3,3,3,3,1,4,2,1,2,1,1,1,3,1,1,3,3,1,3,4,3,3,3,2,3,3,1,2,1,4,5,2,6,2,4,3,2,5,5,6,2,2,2,1,7,7,7,7,7,7
353,1,34,2, , ,0,1,6,1,16,2,6,1,15,1,6,1,5,4,5,3,6,6,3,7,5,1,1,1,1,2,1,1,1,3,1,3,4,3,3,3,1,1,1,1,2,1,2,1,1,1,2,1,4,4,3,4,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,2,3,2,7,7,8,2,2,2
354,1,26,1, , ,0,2,10,1,13,2,30,10,5,1,1,1,7,1,1,5,1,7,6,7,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,9,7,5,7
357,1,27,1, , ,0,1,7,1,18,2,7,1,11,2,5,5,6,2,5,2,6,6,2,5,6,3,1,1,1,2,1,1,3,2,3,3,4,3,2,2,4,3,2,1,2,1,1,1,3,3,3,3,3,4,3,3,2,3,2,2,2,3,1,2,2,2,5,1,2,3,2,5,5,5,2,2,2,5,6,4,4,4,2,3
358,1,43,1, , ,0,1,1,1,22,2,4,1,30,1,4,4,7,1,4,1,4,7,2,7,6,1,1,2,1,1,2,2,2,3,2,3,4,3,4,4,4,2,2,1,2,1,1,1,1,3,4,1,4,4,3,4,2,3,4,4,1,2,1,1,2,2,3,2,1,1,1,7,6,1,2,2,4,3,9,9,9,8,7,6
359,1,42,3, , ,0,1,2,1,28,2,1,1,3,2,1,3,7,2,4,2,1,7,4,7,1,3,1,3,1,1,4,4,2,4,4,4,4,4,3,2,4,1,4,2,1,2,3,2,2,3,3,3,2,2,3,3,3,2,3,3,2,2,3,3,4,2,5,4,5,5,3,4,4,3,3,2,2,1,1,2,1,2,2,1
360,1,44,3, , ,0,1,0,2, ,2,1,1,0,5,4,5,6,4,5,6,4,3,5,6,5,2,3,3,4,2,3,3,4,3,2,3,2,2,3,2,3,3,3,3,2,3,3,2,3,4,3,2,3,3,2,3,2,1,2,3,3,3,2,5,6,5,4,6,6,3,4,5,6,5,4,2,1,1,1,1,9,2,2,1
361,1,39,3, , ,0,1,3,1,15,2,5,1,17,5,5,5,5,5,4,6,6,6,5,4,6,2,2,2,3,2,3,2,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,2,3,3,3,3,2,3,2,4,5,3,4,3,4,6,5,6,2,2,3,2,6,5,7,6,3,4
362,1,71,3, , ,0,1,3,2, ,2,1,1,4,6,7,6,7,7,6,2,7,6,6,6,7,1,1,1,1,3,4,4,4,4,4,4,4,3,3,3,4,1,1,3,3,4,4,1,1,4,4,3,4,4,4,4,4,2,2,4,1,3,2,1,4,1,6,2,6,2,6,6,6,7,6,2,2,2,1,1,1,2,4,8
363,1,24,6, , ,0,1,2,1,23,2,10,5,1,5,3,2,5,3,5,1,5,2,6,3,5,3,2,3,1,3,2,3,2,4,3,2,3,2,3,2,1,3,2,3,2,3,1,3,2,3,2,3,2,3,2,3,2,1,2,3,2,1,3,5,2,5,2,5,3,4,3,6,2,3,6,6,4,7,6,2,4,6,3,6
364,1,29,1, , ,0,1,5,1,17,2,9,1,3,5,2,5,3,4,3,3,6,5,3,5,4,3,2,2,4,3,2,2,3,2,3,2,4,3,3,2,3,2,3,4,3,3,3,2,1,3,2,3,3,2,3,4,2,3,3,2,3,2,4,5,6,6,3,5,4,3,5,4,4,6,5,2,5,5,6,5,3,6,5,5
365,1,32,3, , ,0,1,3,1,25,2,1,1,20,2,1,2,7,2,2,1,1,7,1,7,5,2,1,3,2,1,4,4,2,3,3,3,3,3,2,3,4,2,3,2,1,3,3,1,1,4,4,2,4,4,4,4,3,2,3,3,1,2,2,2,2,3,5,2,6,2,5,4,6,6,3,2,2,1,3,3,3,5,4,5
366,1,34,3, , ,0,1,3,1,22,2,8,1,2,2,7,5,4,5,2,4,7,7,1,7,6,2,1,2,1,1,1,1,3,2,1,2,2,2,1,2,1,2,1,1,2,1,1,1,1,1,3,3,2,2,3,3,2,1,2,1,2,2,1,5,7,5,7,1,4,4,5,6,7,7,4,2,6,6,7,6,9,7,6,7
368,1,32,3, , ,0,1,1,1,26,2,1,1,35,5,6,5,5,5,5,6,5,6,5,5,6,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,2,3,3,3,3,4,4,4,5,5,5,5,4,5,5,5,2,2,2,3,9,1,7,8,7
371,1,30,3, , ,0,3,1,2, ,2,0,0,0,4,4,3,4,4,1,3,1,3,4,1,1,2,3,2,2,3,2,2,3,3,1,2,2,2,1,2,2,2,3,1,2,2,1,2,2,2,3,1,2,2,2,3,1,2,1,1,2,2,3,3,4,3,4,3,4,2,3,4,5,4,4,1,1,1,7,5,4,4,4,4
373,1,45,1, , ,0,1,8,1,17,2,7,1,7,1,7,1,7,1,1,4,7,7,1,7,7,1,1,1,1,1,1,3,1,2,1,1,4,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,2,1,3,2,1,1,1,1,4,2,7,1,1,1,1,4,4,5,2,2,3,1,1,1,1,1,1,1
374,1,29,1, , ,0,2,10,1,17,2,11,0,0,2,5,6,6,1,4,1,5,7,1,6,2,2,1,1,1,1,1,3,1,3,2,2,4,2,2,3,1,1,2,1,1,1,1,1,2,1,1,1,3,4,3,3,1,3,3,2,1,1,1,1,1,1,4,1,1,1,1,4,4,3,1,1,1,2,2,2,3,2,2,2
375,1,49,3, , ,0,1,1,1,25,2,2,1,10,1,6,2,7,2,3,5,6,6,4,6,7,2,1,4,1,3,3,4,2,3,4,4,4,4,2,4,4,1,2,2,2,2,4,1,1,3,4,2,4,4,4,4,3,3,1,3,3,2,2,3,4,2,5,4,2,5,3,6,6,2,4,2,2,2,1,5,8,2,2,2
378,1,29,1, , ,0,1,6,1,18,2,4,1,8,1,6,1,6,1,5,4,6,6,1,6,6,1,1,1,1,1,1,1,1,2,1,2,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,2,3,3,1,1,1,1,1,1,1,5,1,1,1,1,4,4,4,1,2,1,2,8,8,8,8,1,3
380,1,31,1, , ,0,1,2,1,17,2,1,1,18,1,7,1,6,1,1,1,6,7,1,6,5,3,1,3,1,2,1,1,2,3,3,3,3,2,3,4,1,2,2,1,2,1,1,1,2,1,3,1,2,4,3,4,3,3,4,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,6,2,8,4,1,5
381,1,31,1, , ,0,1,12,1,14,2,10,1,5,1,7,1,7,1,2,1,7,6,1,6,7,1,1,1,1,1,1,2,1,2,1,1,3,1,1,3,1,1,1,1,1,1,2,1,1,3,1,1,3,3,3,3,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,9,9,9,8,2,3
382,1,43,2, , ,0,1,12,1,19,2,10,1,2,6,3,4,3,5,3,3,5,5,2,4,4,3,2,3,4,3,2,2,2,3,3,2,3,2,4,3,3,2,3,2,3,3,3,2,2,3,1,2,3,3,3,3,2,1,2,2,3,2,1,6,4,5,3,3,6,6,6,3,4,4,6,2,3,5,7,5,6,7,7,5
385,1,27,3, , ,0,1,2,1,20,2,2,1,1,1,5,1,7,1,1,1,6,7,1,6,6,2,1,1,1,1,1,1,1,3,1,1,4,1,3,4,1,1,3,1,1,4,1,1,1,1,2,1,4,3,3,4,2,2,3,1,1,3,1,1,1,1,1,1,1,1,1,6,6,5,1,2,1,1,1,1,1,1,1,1
387,1,57,1, , ,0,1,22,1,17,2,17,1,6,4,6,4,6,3,3,4,6,6,4,6,6,2,1,1,1,2,1,1,1,3,2,2,4,2,2,3,2,2,2,1,2,1,1,1,3,1,2,2,3,3,4,3,2,1,3,2,1,2,1,2,3,2,4,3,2,2,2,4,4,4,3,2,4,4,4,2,4,2,3,3
388,1,21,8, , ,0,1,1,1,21,2,1,1,4,1,6,4,7,5,7,5,7,7,6,7,1,4,1,3,1,1,3,4,1,2,1,3,4,4,1,2,4,1,1,1,1,1,1,1,2,3,1,1,3,3,4,4,4,1,2,2,1,1,1,1,2,1,1,1,1,1,1,6,2,4,4,2,1,1,5,5,2,8,5,8
389,1,29,1, , ,0,1,4,1,24,2,3,1,5,1,7,1,7,1,1,1,7,7,1,7,7,1,1,1,1,1,1,1,1,1,1,1,4,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,2,2,7,1,1,1,1,1
390,1,38,1, , ,0,2,5,1,16,2,5,1,10,5,5,6,5,2,3,4,2,6,3,3,1,1,2,2,2,3,1,2,2,2,2,2,1,2,1,1,3,2,3,3,3,2,2,2,2,1,1,1,3,3,3,2,2,3,3,3,3,2,2,5,5,3,4,4,3,2,3,2,1,4,1,2,2,1,7,5,9,2,3,3
391,1,32,6, , ,0,2,0,2, ,2,0,0,0,1,2,1,7,1,1,2,6,6,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,7,2,2
392,1,30,1, , ,0,1,5,1,17,2,5,1,15,2,4,1,5,2,5,4,3,4,2,4,4,2,2,2,3,3,1,2,2,3,3,3,4,3,1,3,1,1,3,1,1,2,2,3,1,2,1,2,3,3,3,2,3,3,2,2,1,2,2,2,2,2,6,3,3,2,3,6,5,2,3,2,4,5,4,5,6,7,7,6
393,1,40,1, , ,0,1,8,1,21,2,5,1,10,1,6,1,6,2,2,1,6,5,1,5,5,3,2,3,2,4,3,3,2,1,3,2,3,2,3,4,4,1,3,2,3,2,3,2,1,3,3,1,2,3,2,3,3,2,3,2,1,2,2,2,4,5,5,2,2,2,2,5,4,4,2,2,5,6,1,1,1,2,1,1
