ID,Sex,Age,ParticipantLTR,PartnerNumber,HadSex,AgeSex,Orientation,ParticipantLifetimeSexPartners,PastYearSexPartners,PastMonthSex,GenHealth,CMVS1,CMVS2,CMVS3,CMVS4,CMVS5,CMVS6,CMVS7,CMVS8,CMVS9,CMVS10,CMVS11,CMVS12,CMVS13,CMVS14,CMVS15,CMVS16,CMVS17,CMVS18,CMVS19,CMVS20,CMVS21,CMVS22,CMVS23,CMVS24,CMVS25,CMVS26,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9,SDQ1,SDQ2,SDQ3,SDQ4,MiniK1,MiniK2,MiniK3,MiniK4,MiniK5,MiniK6,MiniK7,MiniK8,MiniK9,MiniK10,MiniK11,MiniK12,MiniK13,MiniK14,MiniK15,MiniK16,MiniK17,MiniK18,MiniK19,MiniK20
286,1,39,2,8,1,19,2,8,1,0,4,5,5,5,5,5,4,4,4,3,5,6,7,7,7,1,1,1,6,6,4,5,5,6,7,5,7,2,2,1,1,1,2,2,1,2,5,3,3,2,5,5,7,3,3,2,7,7,4,4,1,5,7,7,7,7,7,7,5,5
375,1,20,2,1,1,19,2,1,1,0,3,3,3,3,7,4,7,4,4,6,7,7,1,1,1,4,3,2,1,1,2,3,2,6,7,7,5,2,2,2,7,7,7,6,6,7,5,1,4,3,6,6,7,5,6,7,7,5,4,4,7,7,5,1,1,6,6,6,4,4
376,1,59,2,9,1,16,2,14,1,0,4,3,3,4,5,4,6,4,4,4,4,5,1,2,2,6,6,6,3,3,5,4,3,4,2,5,2,2,5,5,7,6,8,4,3,4,5,3,3,4,6,5,6,5,5,3,6,5,6,5,7,6,5,5,5,5,5,5,4,4
378,1,38,2,5,1,16,2,5,1,10,3,6,4,6,7,5,7,5,6,7,6,6,3,4,2,7,7,7,2,1,7,5,7,7,2,7,2,2,2,1,7,5,9,2,3,3,5,4,4,3,6,6,2,2,5,2,5,1,1,4,6,6,4,4,3,2,2,2,1,1
388,2,41,2,6,1,15,1,65,1,0,4,3,2,2,1,3,1,7,7,7,7,6,7,7,7,7,7,7,2,1,3,4,5,2,2,2,2,2,9,9,9,9,9,1,2,1,5,4,4,5,6,6,2,7,7,3,5,7,4,4,3,1,1,5,5,2,5,5,1,1
399,1,31,2,5,1,21,2,3,1,1,5,7,7,7,7,7,7,7,7,7,7,7,4,6,7,6,3,1,2,1,1,2,6,3,2,5,6,2,4,2,6,7,6,7,8,6,5,6,6,4,7,6,7,6,7,5,7,6,4,4,5,3,3,2,5,6,5,6,6,5
408,1,28,2,0,1,25,2,3,1,0,5,4,1,3,5,3,2,5,2,6,6,5,5,4,3,5,4,4,3,2,3,4,3,7,3,4,5,2,4,3,7,8,8,8,5,4,6,4,4,4,2,4,2,4,4,2,4,4,2,4,4,5,4,2,1,3,2,2,4,3
409,2,29,2,1,1,20,1,11,1,0,5,7,7,7,4,4,7,7,7,7,7,7,1,3,3,7,7,7,1,1,7,7,7,7,7,7,2,2,4,2,9,5,8,9,5,3,6,2,4,5,2,6,1,2,2,4,5,1,1,1,7,1,4,2,4,5,2,7,3,1
419,1,33,2,7,1,26,2,5,1,0,3,5,3,6,7,5,6,6,5,5,4,2,2,1,2,7,6,6,2,3,5,2,6,6,4,5,2,2,1,1,8,7,8,8,3,4,6,5,5,5,4,6,2,6,7,5,1,6,4,4,4,6,5,5,5,6,3,3,2,1
430,1,41,2,7,1,17,2,8,1,5,4,3,3,4,3,3,3,5,2,2,3,2,2,2,3,6,5,6,2,3,3,5,6,2,2,3,2,2,1,3,2,1,4,5,5,3,6,4,3,5,5,6,6,7,7,6,7,6,4,6,7,7,6,5,5,7,6,6,6,6
440,1,33,2,4,1,17,2,5,1,0,2,3,3,4,3,3,5,4,5,5,3,4,4,3,4,6,7,7,3,4,5,2,4,2,2,4,2,2,1,4,6,7,7,7,4,1,6,4,4,5,5,6,6,7,7,3,1,1,4,4,5,1,1,3,3,3,2,2,1,1
484,1,49,2,6,1,21,2,6,1,0,4,2,2,2,2,2,2,5,5,4,3,3,1,1,2,5,6,6,1,1,3,2,5,2,2,5,2,2,1,1,4,3,5,7,7,7,6,4,4,4,7,7,6,7,5,3,3,5,7,4,7,2,6,3,3,6,5,5,1,1
500,2,49,2,6,1,15,1,12,2,1,3,3,3,4,3,3,3,3,6,5,4,3,4,4,4,4,6,6,3,3,4,4,4,3,2,2,2,3,2,5,4,5,4,3,4,2,4,2,2,5,6,7,7,7,7,6,1,6,6,4,7,7,3,5,6,5,5,5,5,5
505,1,23,2,7,1,16,2,10,2,0,2,3,6,6,6,6,7,5,3,4,3,3,4,2,3,7,6,7,3,3,6,4,5,4,2,2,3,3,3,3,9,4,4,7,6,3,4,4,4,3,7,6,7,5,5,6,6,4,4,4,6,7,5,2,2,7,6,7,1,4
510,1,54,2,12,1,15,2,45,2,0,2,5,3,6,6,5,7,4,4,4,7,5,4,3,3,5,6,6,2,2,5,3,4,5,4,6,4,3,8,9,8,8,9,6,2,3,5,3,3,3,5,6,3,6,7,3,3,5,2,4,5,2,7,7,7,3,2,2,1,1
511,1,38,2,10,1,15,2,15,2,6,4,3,3,3,4,2,6,4,5,4,3,2,6,4,6,6,6,7,4,3,4,4,3,2,2,4,2,3,5,6,9,5,8,4,4,4,5,3,3,5,5,6,6,7,6,2,7,2,4,7,7,3,7,6,6,7,6,6,4,4
513,2,41,2,6,1,17,1,5,1,2,5,3,2,2,2,2,4,5,3,4,2,4,4,2,5,5,4,4,2,2,4,2,3,3,2,3,5,3,1,6,5,5,5,3,3,3,5,4,2,4,6,6,7,6,6,3,6,6,4,6,5,5,7,7,7,7,7,7,7,4
519,2,23,2,5,1,15,1,13,2,1,4,4,4,7,5,4,4,5,5,6,6,3,4,6,5,5,5,6,6,5,5,6,5,6,3,2,2,3,2,7,9,9,9,9,9,9,6,4,4,7,1,3,1,4,1,2,1,2,1,2,4,2,2,2,3,3,2,1,2,2
526,2,23,2,10,1,14,1,6,2,0,4,1,2,1,1,1,1,4,4,5,2,4,6,6,6,5,7,5,2,1,1,1,1,1,2,3,3,3,2,3,9,8,8,7,6,8,6,4, ,5,6,7,5,7,7,2,5,1,4,4,7,3,3,2,6,6,5,7,5,1
527,1,28,2,7,1,17,2,15,2,4,3,2,2,2,2,2,4,2,2,2,2,2, ,2,6,6,6,6,2,2,2,4,4,2,2,4,2,3,7,7,9,9,9,9,9,9,6,3,3,3,6,6,6,6,7,5,7,7,4,7,1,1,1,7,7,7,7,7,1,1
537,1,27,2,5,1,14,2,3,2,2,3,5,5,4,3,4,5,5,6,4,3,4,4,5,6,6,3,3,4,4,4,3,3,2,3,2,3,4,6,5,6,5,5,4,7,5,5,3,4,5,6,5,4,4,5,5,5,4,4,3,5,4,3,5,6,4,4,3,4,6
540,1,65,2,5,1,17,2,200,3,2,3,2,3,3,4,2,5,6,6,4,3,6,7,1,1,6,7,7,1,1,3,2,6,6,2,6,5,4,9,9,9,9,9,3,2,8,5,3,3,5,7,7,6,7,7,6,6,6,1,6,6,1,1,1,1,2,2,2,1,1
541,1,41,2,14,1,17,2,25,2,18,4,3,2,4,2,2,5,6,5,4,4,5,5,4,6,5,6,5,1,1,1,3,3,4,4,4,3,4,6,8,9,8,8,8,7,7,6,5,4,5,3,6,5,5,7,6,7,7,4,5,5,2,6,6,6,6,6,6,4,1
547,1,21,2,2,2, ,2,0,0,0,4,3,5,4,5,5,3,3,5,5,4,3,3,3,5,4,3,4,5,4,4,3,4,4, ,3,3,5,4,6,5,4,4,5,6,6,2,2,5,4,3,4,4,3,5,6,4,5,5,4,4,3,4,5,5,5,4,5,5,5
548,2,29,2,4,1,17,1,8,0,0,4,3,4,5,4,4,4,4,4,4,3,5,4,4,4,5,4,4,3,3,4,4,4,5, ,5,3,5,6,6,7,7,4,6,7,5,4,3,3,3,3,6,6,7,5,2,5,5,5,5,6,6,4,5,4,5,5,4,4,5
555,1,34,2,55,1,11,2,160,4,25,4,2,2,2,2,2,2,6,6,4,5,6,7,7,7,7,7,7,4,4,2,1,1,1,2,2,2,5,9,9,9,9,9,8,8,8,5,4,1,6,4,5,2,7,7,6,2,2,4,4,1,1,1,1,1,1,1,1,1,1
562,2,27,2,5,1,21,1,1,1,6,4,3,4,4,3,4,3,4,2,2,4,5,4,3,2,2,3,2,1,4,3,2,2,2,5,6,5,6,7,7,7,6,4,7,6,6,4,5,4,4,5,5,4,4,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4
579,1,23,2,4,1,17,2,4,2,8,3,6,4,1,7,7,4,2,2,1,1,2,4,2,3,1,4,5,5,7,7,2,2,6,4,7,2,7,4,9,2,8,2,8,9,3,2,3,5,6,2,4,1,7,3,3,5,6,5,7,7,7,7,5,2,1,7,6,7,4
588,1,46,2,10,1,15,2,100,5,7,4,2,2,2,2,2,3,5,5,5,5,5,3,3,3,6,6,6,2,2,2,3,3,3,3,5,2,7,4,6,5,7,8,8,7,6,5,4,4,5,3,6,6,5,6,3,5,5,3,6,7,2,5,5,5,6,5,5,4,3
600,1,26,2,10,1,13,2,30,10,5,4,1,1,1,1,1,1,1,1,1,1,2,7,7,7,1,1,5,1,1,1,1,1,1,2,2,2,8,8,8,9,9,9,7,5,7,5,3,2,4,6,7,7,7,7,6,7,7,4,4,6,1,7,7,7,7,7,7,5,5
605,1,32,2,5,1,18,2,23,19,3,5,1,1,1,1,1,2,1,1,1,1,2,1,1,4,6,7,4,2,1,2,1,1,1,2,4,4,8,7,8,9,9,9,8,8,8,6,5,4,6,7,7,7,7,7,3,7,7,7,7,3,1,7,7,7,7,7,7,4,1
