ParticipantID,ParticipantSex,ParticipantAge,ParticipantLTR,PartnerNumber,HadSex,AgeSex,ParticipantLifetimeSexPartners,PastYearSexPartners,PastMonthSex,MMS1,MMS4,MMS5,MMS6,MMS7,MMS8,MMS9,MMS10,MMS11,MMS12,MMS13,MMS14,CMVS1,CMVS2,CMVS3,CMVS4,CMVS5,CMVS6,CMVS7,CMVS8,CMVS9,CMVS10,CMVS11,CMVS12,CMVS13,CMVS14,CMVS15,CMVS16,CMVS17,CMVS18,CMVS19,CMVS20,CMVS21,CMVS22,CMVS23,CMVS24,CMVS25,CMVS26,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9,ZSDQ1,ZSDQ2,ZSDQ3,ZSDQ4
274,2,43,1,5,1,16,5,1,15,1,1,1,7,7,1,1,1,7,1,7,1,1,1,1,4,1,1,4,4,4,1,4,1,4,7,7,7,7,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,.394169620347785,.538352118707369,-1.38936092797183,-.254288858046192
276,2,35,1,3,1,16,11,1,15,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,7,1,7,1,3,5,3,5,1,1,1,5,6,6,2,6,5,3,7,7,1,1,1,2,2,2,9,9,1,1,1,1,.394169620347785,-.349201374296671,-.604629292728481,-.254288858046192
277,2,24,1,2,1,17,2,1,1,3,3,4,3,2,4,3,2,4,3,3,4,4,3,6,5,4,3,4,5,5,5,4,4,5,6,5,4,3,4,5,4,3,3,4,3,4,5,2,1,3,5,3,6,5,3,2,.394169620347785,.538352118707369,.964833977758214,-.254288858046192
278,2,45,1,20,1,15,11,1,6,5,4,3,6,3,1,4,3,5,3,5,4,2,4,3,3,3,5,5,5,5,4,3,1,1,1,7,7,7,3,3,4,2,5,2,1,4,3,2,2,4,5,3,5,5,4,3,-.44201679969636,.538352118707369,-.604629292728481,-.254288858046192
280,2,30,1,4,1,18,10,1,2,2,4,5,5,5,2,5,4,4,6,5,5,3,3,3,3,3,5,3,3,3,2,5,2,2,2,3,2,2,3,3,3,2,3,2,6,6,6,2,3,5,8,8,6,5,5,4,-.44201679969636,-1.23675486730071,-.604629292728481,-1.77175244996412
281,2,32,1,10,1,19,8,1,0,5,3,3,5,3,4,4,4,3,2,5,4,3,4,4,2,2,3,5,5,5,5,5,2,3,4,6,7,7,4,4,3,4,5,3,2,3,4,2,1,1,5,2,3,2,1,1,-1.27820321974051,-1.23675486730071,-.604629292728481,.504442937912773
282,2,34,1,3,1,14,4,1,0,1,7,1,5,1,2,1,7,6,1,5,7,3,2,5,7,5,5,2,1,4,6,1,7,4,6,7,7,7,3,3,6,4,7,6,1,1,1,2,2,2,9,9,9,7,2,1,.394169620347785,-.349201374296671,.964833977758214,-.254288858046192
283,2,35,1,0,1,20,3,1,30,6,1,1,7,1,1,5,1,7,1,7,2,7,7,7,6,7,2,5,3,6,2,2,2,1,1,6,6,6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,.394169620347785,.538352118707369,-1.38936092797183,.504442937912773
284,2,40,1,10,1,16,8,1,3,2,4,1,4,1,3,1,3,6,1,5,4,3,3,4,4,3,5,2,2,4,3,5,2,2,3,5,5,6,3,3,3,4,3,2,6,3,3,2,3,3,3,3,6,2,2,2,-.44201679969636,-.349201374296671,-.604629292728481,-.254288858046192
285,2,25,1,3,1,20,3,1,20,3,7,1,7,1,1,1,7,7,2,4,1,4,4,3,3,4,4,6,6,6,3,5,7,2,7,7,7,7,4,4,4,3,4,5,1,1,1,2,2,2,9,9,9,4,3,3,1.23035604039193,.538352118707369,.964833977758214,.504442937912773
286,2,38,1,2,1,26,1,1,5,2,5,2,5,2,3,2,5,5,2,5,4,2,2,3,6,3,6,4,5,4,5,4,2,2,2,3,4,4,3,3,3,3,4,3,2,3,2,2,2,1,5,2,3,2,2,4,-.44201679969636,.538352118707369,-.604629292728481,-1.01302065400516
287,2,35,1,2,1,24,2,1,0,4,5,1,5,1,3,1,5,7,1,6,5,2,3,4,6,3,7,4,5,4,3,3,1,1,2,5,7,6,2,4,4,6,6,1,1,4,2,2,1,1,3,1,1,1,1,5,-.44201679969636,-1.23675486730071,-.604629292728481,-1.01302065400516
289,2,44,1,2,1,29,1,1,1,6,5,4,5,6,7,6,5,6,1,1,1,2,3,2,1,2,3,3,2,1,4,5,2,1,2,3,2,3,3,2,1,3,4,3,6,5,6,2,2,2,1,2,1,6,7,4,.394169620347785,-1.23675486730071,-.604629292728481,.504442937912773
290,2,39,1,2,1,20,4,0,0,5,2,4,4,4,1,4,4,5,6,5,1,4,3,5,6,4,6,6,7,7,7,6,4,1,2,7,7,7,4,5,7,4,7,4,1,1,1,1,1,1,1,1,1,3,1,1,-2.11438963978465,-1.23675486730071,-.604629292728481,-1.77175244996412
291,2,47,1,7,1,17,7,1,4,1,1,1,7,1,5,1,1,7,1,4,1,3,3,3,3,3,7,7,7,7,7,7,1,3,1,7,7,7,2,2,3,2,7,5,1,1,5,2,7,2,1,1,1,1,1,1,-.44201679969636,-.349201374296671,-.604629292728481,-1.77175244996412
292,2,38,1,11,1,15,11,1,20,1,4,4,4,4,4,3,3,3,3,3,4,7,5,4,4,4,1,7,7,7,4,7,7,7,6,4,4,1,4,4,5,5,5,4,4,7,6,2,2,2,1,1,9,1,1,1,1.23035604039193,1.42590561171141,.180102342514866,2.0219065298307
293,2,36,2,7,1,12,7,0,0,2,5,2,5,4,3,5,5,3,5,3,5,3,2,2,2,2,2,3,4,4,5,3,4,3,6,6,6,6,3,3,3,2,3,2,1,3,3,1,4,2,8,2,6,4,2,4,-1.27820321974051,-1.23675486730071,-.604629292728481,-1.77175244996412
295,2,44,1,6,1,16,6,1,15,5,2,2,5,2,2,5,2,5,2,5,2,4,3,3,4,3,3,4,5,6,4,2,6,4,6,7,7,7,3,3,4,3,6,4,2,2,2,2,3,3,8,5,7,3,2,2,.394169620347785,.538352118707369,.180102342514866,.504442937912773
296,2,34,1,2,1,18,4,1,5,1,4,1,7,1,6,1,4,6,1,7,4,3,3,3,3,3,5,3,6,5,5,5,1,1,1,7,7,7,3,2,3,5,7,4,1,2,6,2,2,2,4,3,7,1,1,1,.394169620347785,.538352118707369,-1.38936092797183,-1.77175244996412
297,2,38,1,5,1,18,5,1,12,1,6,3,3,1,1,1,6,5,1,5,2,2,2,2,2,2,5,3,4,4,4,2,2,2,1, ,6,6,2,1,2,3,3,2,2,3,1,2,2,2,3,1,1,2,1,1,.394169620347785,1.42590561171141,-1.38936092797183,1.26317473387174
298,2,44,1,15,1,16,12,1,12,5,2,2,4,2,3,2,2,6,2,6,2,3,6,5,6,6,6,6,6,6,6,6,2,2,2,6,6,6,2,2,6,3,5,3,2,2,6,2,4,4,7,2,3,2,2,2,-.44201679969636,-1.23675486730071,-.604629292728481,-1.01302065400516
299,2,44,2,6,1,17,10,0,0,1,6,1,5,1,1,1,6,4,1,4,4,5,6,6,6,6,6,6,6,7,6,2,7,4,6,7,7,7,2,3,6,4,6,3,2,2,2,1,1,3,9,5,4,3,2,1,-2.11438963978465,-1.23675486730071,-.604629292728481,-2.53048424592309
300,2,28,1,2,1,21,2,1,12,2,2,2,6,2,2,3,3,3,2,3,3,6,6,5,3,5,1,3,3,3,2,3,7,7,6,3,3,3,5,6,5,4,5,6,3,4,3,2,2,1,1,1,2,1,1,1,1.23035604039193,1.42590561171141,-1.38936092797183,1.26317473387174
301,2,56,2,4,1,21,6,0,0,1,1,1,1,1,1,1,1,6,1,4,4,4,2,3,4,2,4,1,2,4,4,3,7,2,6,7,7,7,4,4,2,4,4,7,5,4,4,1,2,2,8,1,1,2,1,3,.394169620347785,-1.23675486730071,-.604629292728481,-.254288858046192
302,2,66,2,20,1,15,100,0,0,2,6,2,6,2,6,6,6,4,6,4,6,4,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,4,4,6,4,6,6,2,2,2,1,9,9,9,1,1,2,1,1,-2.11438963978465,-1.23675486730071,-.604629292728481,-.254288858046192
303,2,62,2,4,1,17,12,0,0,2,1,1,4,1,4,1,1,5,2,5,5,3,3,3,5,3,7,5,6,7,7,7,4,4,4,7,7,7,1,1,4,3,6,3,1,6,1,1,2,3,7,2,3,1,1,1,-2.11438963978465,-2.12430836030475,-1.38936092797183,-1.77175244996412
304,2,33,1,8,1,17,11,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,7,3,3,-2.11438963978465,-2.12430836030475,-1.38936092797183,-2.53048424592309
305,2,31,1,2,1,27,1,1,1,2,2,2,4,1,1,2,2,6,1,6,5,3,2,3,7,4,7,4,3,5,5,4,2,2,6,5,2,3,3,4,3,4,3,4,6,3,4,2,2,2,3,2,2,4,2,4,-2.11438963978465,-1.23675486730071,-.604629292728481,-.254288858046192
307,1,30,2,1,1,28,1,0,0,1,2,1,5,1,1,1,2,6,1,5,6,3,3,5,7,6,7,7,7,7,7,7,7,7,7,7,7,7,2,2,4,7,7,7,2,5,7,1,2,1,8,1,4,7,5,4,.394169620347785,.538352118707369,.964833977758214,-.254288858046192
308,1,30,1,1,2, ,1,1,12,7,5,2,7,2,2,2,6,5,3,6,6,5,3,5,5,5,6,2,1,1,2,3,2,2,1,2,5,2,3,5,3,3,3,5,1,2,3,2,2,2,1,2,2,1,1,1,.394169620347785,.538352118707369,-.604629292728481,1.26317473387174
309,1,35,1,4,1,18,2,1,15,3,4,4,6,3,2,4,4,5,1,4,3,5,7,4,4,5,2,5,4,6,4,6,7,6,5,7,5,4,4,5,5,2,5,6,3,4,6,2,1,1,8,1,2,2,4,5,.394169620347785,.538352118707369,.180102342514866,-.254288858046192
312,1,34,2,2,1,18,2,0,0,1,7,1,6,1,2,1,7,7,1,7,5,4,4,4,6,5,7,7,4,6,7,6,1,2,2,4,5,4,3,4,7,4,7,7,1,2,1,1,1,1,9,6,3,5,4,2,-.44201679969636,-.349201374296671,.180102342514866,-.254288858046192
316,1,39,1,5,1,23,2,1,10,5,7,2,5,2,1,2,7,5,2,5,6,3,5,4,6,3,7,3,3,3,2,2,1,2,3,6,6,6,2,1,5,6,6,6,2,6,3,2,1,1,2,1,1,4,3,2,.394169620347785,.538352118707369,-.604629292728481,-1.01302065400516
318,1,25,1,6,1,16,6,1,8,3,5,4,4,3,2,3,5,5,4,6,2,3,3,3,4,5,5,5,6,6,6,3,2,2,6,6,6,6,6,6,7, ,6,2,3,2,2,2,2,2,6,4,7,4,4,4,.394169620347785,.538352118707369,1.74956561300156,.504442937912773
321,1,30,1,2,1,24,2,2,2,3,2,1,2,2,5,5,5,6,6,5,5,3,2,3,2,2,2,2,1,2,2,6,2,3,2,2,1,2,2,1,1,1,2,2,3,6,2,3,2,2,7,8,6,7,6,6,1.23035604039193,.538352118707369,.964833977758214,.504442937912773
322,1,32,1,12,1,21,4,1,18,1,7,4,7,4,7,4,7,7,1,7,3,1,1,1,1,1,1,1,1,1,1,1,7,4,1,1,1,1,7,7,1,4,1,1,7,7,7,2,5,5,9,9,9,8,8,8,1.23035604039193,.538352118707369,.964833977758214,-.254288858046192
323,1,33,2,7,1,26,5,1,0,2,7,1,5,1,4,2,7,6,2,6,5,5,3,6,7,5,6,6,5,5,4,2,2,1,2,7,6,6,2,3,5,2,6,6,4,5,2,2,1,1,8,7,8,8,3,4,1.23035604039193,1.42590561171141,1.74956561300156,.504442937912773
324,1,32,1,5,1,21,4,1,4,2,6,1,5,1,5,3,7,5,3,4,7,3,4,5,6,4,6,6,4,5,5,6,2,1,1,6,6,7,1,1,6,4,5,3,1,6,1,2,1,2,9,9,9,7,4,3,.394169620347785,.538352118707369,.964833977758214,-.254288858046192
326,1,45,1,2,1,25,1,1,10,1,4,4,5,1,1,1,1,5,1,5,2,2,2,2,6,2,6,2,2,4,2,2,2,2,2,6,6,2,2,2,3,3,3,3,1,5,2,2,1,1,1,1,1,2,2,2,.394169620347785,.538352118707369,-.604629292728481,-.254288858046192
328,1,31,1,1,2, ,1,1,0,5,3,4,3,4,6,5,4,3,5,6,5,3,2,5,3,4,3,3,3,2,2,4,3,3,2,3,4,3,2,3,2,3,3,4,5,6,5,2,1,1,1,7,5,6,6,7,-2.11438963978465,-2.12430836030475,-.604629292728481,-.254288858046192
329,1,43,1,15,1,18,14,1,1,1,1,1,6,1,1,1,1,6,1,6,5,2,2,3,3,2,5,4,4,3,5,2,1,1,2,5,5,5,2,2,3,4,4,3,2,3,1,2,4,5,2,1,1,3,3,2,1.23035604039193,-1.23675486730071,-.604629292728481,-.254288858046192
331,1,39,2,8,1,19,8,1,0,1,1,1,6,1,3,1,1,6,1,6,4,5,5,5,5,5,4,4,4,3,5,6,7,7,7,1,1,1,6,6,4,5,5,6,7,5,7,2,2,1,1,1,2,2,1,2,.394169620347785,-.349201374296671,.180102342514866,-1.77175244996412
334,1,50,1,12,1,15,10,1,2,5,6,5,5,3,5,5,5,4,5,4,5,4,3,5,5,3,3,4,4,5,2,5,4,5,4,4,3,3,4,5,5,5,3,3,4,5,5,2,5,4,5,7,7,7,6,4,.394169620347785,.538352118707369,.964833977758214,.504442937912773
335,1,30,1,5,1,23,1,1,8,1,6,4,5,1,1,1,6,6,1,6,2,3,3,3,6,3,7,5,4,4,4,4,2,1,2,4,5,6,3,3,4,3,4,4,4,3,3,2,2,1,1,1,1,2,2,2,.394169620347785,.538352118707369,.180102342514866,.504442937912773
336,1,34,1,1,1,27,1,1,5,6,4,5,4,3,5,6,4,5,4,5,4,5,4,5,6,4,5,6,4,4,5,4,3,5,6,4,2,6,4,5,2,5,4,5,3,2,3,2,2,1,8,7,3,7,5,6,.394169620347785,.538352118707369,.180102342514866,.504442937912773
337,1,37,1,3,1,21,3,1,10,6,4,5,5,5,7,5,3,6,6,5,7,5,7,7,6,3,6,4,6,5,5,1,7, ,7,7,5,7,7,3,5,4,5, ,2,2,4,2,1,1,7,9,2,6,9,5,1.23035604039193,.538352118707369,-.604629292728481,.504442937912773
338,1,26,1,10,2, ,1,1,1,6,4,6,4,6,4,2,4,1,4,2,6,2,4,2,4,2,3,1,1,2,2,7,2,1,4,2,3,1,2,4,2,6,4,4,3,5,2,2,2,2,8,5,9,2,3,4,-2.9505760598288,-1.23675486730071,-1.38936092797183,1.26317473387174
339,1,47,2,2,1,28,3,0,0,5,4,2,4,2,6,2,4,5,2,5,6,6,6,4,7,7,7,3,3,4,4,2,3,4,4,5,5,4,1,1,6,4,7,7,5,7,6,1,2,2,7,7,8,8,4,2,.394169620347785,.538352118707369,.964833977758214,-.254288858046192
340,1,66,1,3,1,20,1,1,4,2,4,1,5,1,1,4,4,7,1,7,5,2,3,4,6,4,7,5,6,6,6,4,1,1,4,6,6,7,4,4,4,4,7,4,1,1,1,2,1,1,2,1,1,6,2,2,.394169620347785,-.349201374296671,-.604629292728481,-.254288858046192
341,1,25,1,1,1,21,1,1,1,6,6,5,5,4,5,6,4,6,4,5,4,2,3,4,3,4,3,2,3,4,2,5,3,4,3,2,4,3,2,4,3,4,3,2,5,4,5,2,2,2,8,6,3,3,4,3,-2.11438963978465,-1.23675486730071,-.604629292728481,-.254288858046192
342,1,29,1,7,1,16,7,1,22,1,6,1,7,1,6,6,6,7,6,7,7,2,2,2,2,2,2,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,2,1,1,6,5,2,2,4,9,4,8,5,2,2,1.23035604039193,.538352118707369,.180102342514866,1.26317473387174
343,1,62,1,10,1,18,4,1,4,2,2,1,5,1,2,2,2,4,2,4,2,3,6,6,6,6,6,3,5,6,6,2,2,2,2,6,6,6,3,3,6,3,6,6,2,2,2,2,1,1,3,3,7,8,2,6,-.44201679969636,-.349201374296671,-1.38936092797183,.504442937912773
345,1,27,1,2,1,22,2,1,1,5,6,3,3,5,6,4,3,5,4,6,5,4,2,3,4,6,4,5,3,4,5,4,2,4,4,2,4,6,4,5,4,3,4,5,4,5,4,2,2,2,6,5,7,4, ,3,-.44201679969636,-.349201374296671,.180102342514866,-.254288858046192
346,1,53,1,10,1,17,4,1,1,5,5,5,4,7,6,2,6,5,2,4,6,3,3,2,1,2,1,1,1,1,1,6,1,1,4,1,2,5,5,5,4,4,4,5,5,2,6,2,1,1,9,9,9,9,9,9,1.23035604039193,.538352118707369,.964833977758214,-.254288858046192
347,1,32,1,5,1,20,5,1,1,4,4,5,3,5,4,5,5,4,5,2,5,5,4,4,2,4,2,4,4,3,4,4,3,5,3,3,5,4,4,5,3,4,4,4,5,5,3,2,2,2,7,3,5,4,5,3,-.44201679969636,-.349201374296671,.180102342514866,-.254288858046192
349,1,32,1,1,1,31,1,1,2,4,5,5,5,4,4,5,6,6,5,5,5,3,4,4,3,3,2,3,2,2,3,5,2,2,2,2,3,3,2,2,2,2,3,3,5,6,6,2,2,2,6,3,7,2,2,3,-.44201679969636,-1.23675486730071,-.604629292728481,-.254288858046192
350,1,26,1,1,1,25,1,1,1,4,4,5,6,5,5,4,5,5,5,5,5,2,2,2,4,1,2,2,3,4,4,4,3,2,3,4,5,5,3,2,2,2,2,3,5,6,4,2,2,1,7,7,7,7,7,7,.394169620347785,-2.12430836030475,.964833977758214,.504442937912773
353,1,34,1,6,1,16,6,1,15,1,6,1,5,4,5,3,6,6,3,7,5,2,3,4,3,3,4,3,4,5,3,3,2,2,5,6,5,6,4,4,3,3,3,2,2,4,3,2,3,2,7,7,8,2,2,2,.394169620347785,.538352118707369,.964833977758214,.504442937912773
354,1,26,2,10,1,13,30,10,5,1,1,1,7,1,1,5,1,7,6,7,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,1,1,5,1,1,1,1,1,1,1,1,1,8,8,8,9,9,9,7,5,7,.394169620347785,-.349201374296671,-.604629292728481,-.254288858046192
357,1,27,1,7,1,18,7,1,11,2,5,5,6,2,5,2,6,6,2,5,6,5,5,3,5,5,6,6,6,5,6,6,1,2,2,6,6,6,2,2,2,2,5,6,2,3,3,2,2,5,6,4,4,4,2,3,.394169620347785,.538352118707369,.180102342514866,-.254288858046192
358,1,43,1,1,1,22,4,1,30,1,4,4,7,1,4,1,4,7,2,7,6,2,3,4,4,4,4,4,5,6,4,5,1,1,1,6,6,6,1,2,4,4,2,5,4,6,4,2,4,3,9,9,9,8,7,6,1.23035604039193,2.31345910471545,2.53429724824491,1.26317473387174
359,1,42,1,2,1,28,1,1,3,2,1,3,7,2,4,2,1,7,4,7,1,3,6,4,5,3,3,6,4,3,2,4,3,5,3,4,2,3,5,3,3,4,5,4,6,5,3,2,2,1,1,2,1,2,2,1,-2.11438963978465,-1.23675486730071,.180102342514866,-1.01302065400516
360,1,44,1,0,2, ,1,1,0,5,4,5,6,4,5,6,4,3,5,6,5,3,4,3,2,3,4,5,4,4,4,5,4,5,3,3,4,5,4,4,5,4,3,3,3,2,3,2,1,1,1,1,9,2,2,1,-.44201679969636,.538352118707369,-.604629292728481,-.254288858046192
361,1,39,1,3,1,15,5,1,17,5,5,5,5,5,4,6,6,6,5,4,6,3,3,3,3,2,4,3,3,3,3,5,2,3,3,3,3,2,2,3,2,2,4,2,4,4,4,2,3,2,6,5,7,6,3,4,.394169620347785,.538352118707369,-.604629292728481,1.26317473387174
362,1,71,1,3,2, ,1,1,4,6,7,6,7,7,6,2,7,6,6,6,7,2,2,2,2,2,5,2,1,1,2,6,1,1,1,1,2,2,1,1,1,1,2,2,6,6,6,2,2,2,1,1,1,2,4,8,1.23035604039193,-.349201374296671,.964833977758214,1.26317473387174
363,1,24,1,2,1,23,10,5,1,5,3,2,5,3,5,1,5,2,6,3,5,6,4,2,5,3,2,5,3,7,5,6,4,3,5,3,5,2,5,5,2,5,2,4,6,3,2,6,4,7,6,2,4,6,3,6,.394169620347785,-1.23675486730071,.964833977758214,.504442937912773
364,1,29,1,5,1,17,9,1,3,5,2,5,3,4,3,3,6,5,3,5,4,5,6,5,3,2,2,4,3,3,2,4,3,3,5,6,4,3,3,4,3,3,2,4,2,5,6,2,5,5,6,5,3,6,5,5,-1.27820321974051,.538352118707369,.964833977758214,-.254288858046192
365,1,32,1,3,1,25,1,1,20,2,1,2,7,2,2,1,1,7,1,7,5,2,2,3,4,3,5,3,3,2,3,3,2,1,2,2,3,3,2,2,4,3,3,4,2,4,4,2,2,1,3,3,3,5,4,5,1.23035604039193,.538352118707369,-.604629292728481,.504442937912773
366,1,34,1,3,1,22,8,1,2,2,7,5,4,5,2,4,7,7,1,7,6,3,3,4,5,2,5,4,6,5,5,4,2,1,4,3,4,3,2,1,3,2,4,4,4,6,5,2,6,6,7,6,9,7,6,7,.394169620347785,-1.23675486730071,-.604629292728481,-1.01302065400516
368,1,32,1,1,1,26,1,1,35,5,6,5,5,5,5,6,5,6,5,5,6,3,2,2,2,2,2,2,2,2,1,2,6,2,2,2,2,2,1,2,2,2,6,3,6,5,6,2,2,2,3,9,1,7,8,7,.394169620347785,.538352118707369,-.604629292728481,.504442937912773
371,1,30,3,1,2, ,0,0,0,4,4,3,4,4,1,3,1,3,4,1,1,3,3,5,7,7,7,7,5,4,4,3,4,3,7,5,4,5,5,7,7,7,7,5,3,1,1,1,1,1,7,5,4,4,4,4,-.44201679969636,-.349201374296671,.180102342514866,-.254288858046192
373,1,45,1,8,1,17,7,1,7,1,7,1,7,1,1,4,7,7,1,7,7,2,3,3,3,3,4,1,1,3,3,4,1,1,1,4,6,6,2,1,4,2,7,4,1,1,1,2,3,1,1,1,1,1,1,1,.394169620347785,.538352118707369,-1.38936092797183,1.26317473387174
374,1,29,2,10,1,17,11,0,0,2,5,6,6,1,4,1,5,7,1,6,2,2,2,2,2,2,3,3,3,4,3,2,4,2,2,7,7,7,3,3,2,1,2,2,1,2,1,1,1,2,2,2,3,2,2,2,.394169620347785,-1.23675486730071,-.604629292728481,-.254288858046192
375,1,49,1,1,1,25,2,1,10,1,6,2,7,2,3,5,6,6,4,6,7,4,4,4,5,5,6,3,2,4,2,2,4,1,2,4,4,4,2,3,3,4,4,4,3,3,5,2,2,2,1,5,8,2,2,2,.394169620347785,.538352118707369,-.604629292728481,-.254288858046192
378,1,29,1,6,1,18,4,1,8,1,6,1,6,1,5,4,6,6,1,6,6,6,6,6,3,6,2,4,4,3,4,6,7,7,6,1,1,1,5,5,4,6,1,7,7,7,7,2,1,2,8,8,8,8,1,3,1.23035604039193,.538352118707369,.964833977758214,-1.01302065400516
380,1,31,1,2,1,17,1,1,18,1,7,1,6,1,1,1,6,7,1,6,5,2,2,2,6,2,2,3,4,2,2,1,1,1,3,6,7,5,1,1,3,4,5,3,2,3,2,2,2,1,6,2,8,4,1,5,1.23035604039193,.538352118707369,.964833977758214,1.26317473387174
381,1,31,1,12,1,14,10,1,5,1,7,1,7,1,2,1,7,6,1,6,7,3,3,3,3,3,5,5,5,5,5,2,7,3,6,7,7,7,2,2,3,5,2,2,2,5,2,2,1,1,9,9,9,8,2,3,1.23035604039193,.538352118707369,.964833977758214,.504442937912773
382,1,43,1,12,1,19,10,1,2,6,3,4,3,5,3,3,5,5,2,4,4,5,4,6,5,6,4,5,6,6,6,4,6,6,4,2,4,4,5,6,6,5,4,3,2,3,3,2,3,5,7,5,6,7,7,5,.394169620347785,1.42590561171141,.964833977758214,1.26317473387174
385,1,27,1,2,1,20,2,1,1,1,5,1,7,1,1,1,6,7,1,6,6,2,2,2,2,2,2,2,2,2,2,6,2,2,2,6,7,7,1,2,2,2,2,2,1,3,2,2,1,1,1,1,1,1,1,1,.394169620347785,.538352118707369,-.604629292728481,-.254288858046192
387,1,57,1,22,1,17,17,1,6,4,6,4,6,3,3,4,6,6,4,6,6,3,4,4,5,4,5,4,4,4,4,5,4,4,4,5,6,6,2,2,4,3,3,2,3,4,3,2,4,4,4,2,4,2,3,3,.394169620347785,-.349201374296671,-1.38936092797183,-.254288858046192
388,1,21,1,1,1,21,1,1,4,1,6,4,7,5,7,5,7,7,6,7,1,3,4,7,7,4,7,3,1,4,4,6,1,2,2,7,7,7,1,1,4,4,7,7,1,1,4,2,1,1,5,5,2,8,5,8,.394169620347785,1.42590561171141,2.53429724824491,1.26317473387174
389,1,29,1,4,1,24,3,1,5,1,7,1,7,1,1,1,7,7,1,7,7,4,4,4,4,4,4,5,5,5,5,5,7,4,7,7,7,7,4,4,4,5,7,3,1,1,4,2,2,2,7,1,1,1,1,1,1.23035604039193,.538352118707369,.964833977758214,.504442937912773
390,1,38,2,5,1,16,5,1,10,5,5,6,5,2,3,4,2,6,3,3,1,6,4,6,7,5,7,5,6,7,6,6,3,4,2,7,7,7,2,1,7,5,7,7,1,7,1,2,2,1,7,5,9,2,3,3,.394169620347785,.538352118707369,.964833977758214,-1.01302065400516
391,1,32,2,0,2, ,0,0,0,1,2,1,7,1,1,2,6,6,5,6,6,4,4,6,4,4,4,6,6,6,6,6,2,1,3,7,7,7,4,1,4,4,4,4,1,5,5,1,1,1,1,8,1,7,2,2,-.44201679969636,-2.12430836030475,.180102342514866,-1.77175244996412
392,1,30,1,5,1,17,5,1,15,2,4,1,5,2,5,4,3,4,2,4,4,3,2,6,5,2,6,5,5,5,4,5,1,2,2,4,3,4,3,2,5,4,3,4,2,3,4,2,4,5,4,5,6,7,7,6,1.23035604039193,1.42590561171141,.964833977758214,.504442937912773
393,1,40,1,8,1,21,5,1,10,1,6,1,6,2,2,1,6,5,1,5,5,2,2,2,6,3,5,5,4,4,2,2,1,1,2,3,5,5,2,2,3,2,4,3,3,3,4,2,5,6,1,1,1,2,1,1,.394169620347785,.538352118707369,-.604629292728481,.504442937912773
394,1,62,1,12,1,14,7,1,2,3,1,2,5,1,1,1,1,7,1,7,4,2,3,3,6,3,6,2,2,2,3,2,4,1,2,6,4, ,3,4, ,4,4,3,1,2,1,2,1,2,8,3,3,4,2,2,.394169620347785,.538352118707369,-1.38936092797183,-.254288858046192
395,1,33,1,3,1,8,3,2,1,3,2,2,7,2,6,6, ,6,5,7,2,1,2,2,4,3,4,3,2,2,2,3,2,1,1,2,3,2,2,2,2,2,4,3,2,5,2,3,2,2,3,2,4,2,2,7,.394169620347785,1.42590561171141,-.604629292728481,.504442937912773
396,1,42,1,5,1,15,20,1,12,4,4,4,5,4,5,4,4,6,4,5,5,3,3,4,4,3,4,4,4,4,3,5,2,2,2,6,6,6,2,2,4,3,4,3,2,2,2,2,6,6,7,5,8,4,2,2,1.23035604039193,.538352118707369,.964833977758214,-.254288858046192
397,1,25,1,2,1,19,1,1,3,6,5,6,5,6,6,4,4,4,5,4,5,2,2,3,5,3,4,4,6,6,4,6,3,2,2,4,2,3,2,2,4,3,4,3,5,5,5,2,1,1,6,7,7,9,9,9,1.23035604039193,2.31345910471545,2.53429724824491,2.0219065298307
398,1,36,1,2,1,24,1,1,4,1,1,1,4,1,1,1,1,6,1,5,3,4,5,2,1,4,1,2,3,1,1,2,7,7,7,1,1,1,5,5,3,4,2,2,7,2,7,2,1,1,7,8,8,7,6,7,.394169620347785,.538352118707369,1.74956561300156,.504442937912773
399,1,35,2,12,1,17,18,2,0,1,5,6,5,4,6,3,5,6,3,5,3,3,3,3,3,3,6,2,3,3,3,2,1,1,3,6,6,6,3,3,3,2,6,3,2,5,3,3,5,7,9,9,9,9,9,9,1.23035604039193,1.42590561171141,1.74956561300156,2.0219065298307
400,1,33,1,26,1,17,26,1,20,5,5,5,7,7,6,7,5,7,5,7,5,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,4,5,1,3,5,5,4,1.23035604039193,.538352118707369,.180102342514866,-.254288858046192
